s1_id,candidate_id,predicted_probability,true_label,name_similarity,address_similarity,country,category,blocking_routes
S1-587691853,S2-675349740,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-977318905,S3-417238587,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-407419946,S2-635749268,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-365958564,S2-639511408,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-675653854,S3-25813326,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-726051293,S3-868109952,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-757400009,S2-820763824,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-93119380,S2-737093390,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-98042434,S2-598016156,0.9995,0,0.9,0.0,INDIA,same_name_diff_address,1
S1-860512968,S2-819618114,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-109136558,S2-568289912,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-238773686,S2-655667273,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-374514968,S3-713759457,0.9995,0,0.9,0.0,US,same_name_diff_address,1
S1-172059488,S2-197284666,0.9995,0,0.8675,0.0,US,same_name_diff_address,1
S1-318182196,S3-186716385,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-228159136,S2-835112665,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-325844727,S2-662586483,0.9995,0,0.9,0.0,US,same_name_diff_address,1
S1-60759860,S2-488541138,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-786502848,S2-921578452,0.9995,0,0.9,0.0,US,same_name_diff_address,1
S1-55942902,S2-180437642,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-252990296,S2-572555429,0.9995,0,0.875,0.0,INDIA,same_name_diff_address,1
S1-126152835,S2-697111906,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-300001313,S2-134465588,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-348795327,S3-621744381,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-966464249,S2-832939311,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-218340695,S3-273629299,0.9995,0,0.7917,0.0,INDIA,missing_address_collision,1
S1-115090261,S2-599328073,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-117340129,S2-250472900,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-242018636,S2-285258218,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-242018636,S3-292337801,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-368634685,S2-28261433,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-784905662,S2-143573987,0.9995,0,0.8471,0.0,US,missing_address_collision,1
S1-589869250,S2-63849579,0.9995,0,0.8591,0.0,US,same_name_diff_address,1
S1-589869250,S3-90313540,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-940610055,S3-421158413,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-858944809,S2-421333300,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-547193034,S2-520485049,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-56573281,S2-523065382,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-56573281,S3-415242412,0.9995,0,0.9,0.0,US,same_name_diff_address,1
S1-237399557,S2-190782168,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-54539346,S3-853538240,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-867359322,S3-636913984,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-461160710,S2-183197101,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-856027182,S3-73084990,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-761740529,S2-419652817,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-455896977,S2-2368238,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-236660174,S3-546080596,0.9995,0,0.9,0.0,US,same_name_diff_address,1
S1-786431926,S2-618380072,0.9995,0,0.8373,0.0,INDIA,missing_address_collision,1
S1-27526059,S3-419610474,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-902026212,S3-589618128,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-95178339,S3-370193476,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-331504847,S2-689419562,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-108537691,S2-849675269,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-628925717,S2-526883280,0.9995,0,0.7848,0.0,INDIA,missing_address_collision,1
S1-915744108,S2-107061510,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-380829377,S3-855342518,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-933463652,S2-266521371,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-747981323,S3-587651716,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-531886964,S2-110486687,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-653322486,S2-113400252,0.9995,0,0.836,0.0,INDIA,missing_address_collision,1
S1-301919571,S3-674003165,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-446064333,S2-783102622,0.9995,0,0.8235,0.0,INDIA,missing_address_collision,1
S1-977688036,S2-475333506,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-857770415,S2-928993846,0.9995,0,0.8,0.0,US,missing_address_collision,1
S1-368756424,S2-481318610,0.9995,0,0.878,0.0,US,same_name_diff_address,1
S1-677224818,S2-954682123,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-103688966,S3-706375331,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-64418124,S3-665395685,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-110931837,S3-963127047,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-956209842,S2-913777354,0.9995,0,0.8615,0.0,INDIA,same_name_diff_address,1
S1-850562477,S2-8646990,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-865895216,S3-213795529,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-105484602,S2-845885470,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-352943941,S3-454004239,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-405822256,S3-517044886,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-779873716,S2-398563513,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-582604417,S2-781689702,0.9995,0,0.9,0.0,US,same_name_diff_address,1
S1-383559085,S2-96330776,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-166082575,S2-557239631,0.9995,0,0.7986,0.0,US,missing_address_collision,1
S1-114791808,S2-189927715,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-124225800,S3-107630551,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-619513990,S3-79055071,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-226779880,S2-718944965,0.9995,0,0.7945,0.0,US,missing_address_collision,1
S1-621770287,S2-915345864,0.9995,0,0.8812,0.0,US,same_name_diff_address,1
S1-308402636,S2-186035827,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-800517437,S2-406393707,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-244219883,S2-688691628,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-151856077,S3-301129097,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-719020702,S2-924128596,0.9995,0,0.8038,0.0,INDIA,missing_address_collision,1
S1-185154900,S2-743321274,0.9995,0,0.9211,0.0,US,same_name_diff_address,1
S1-20637221,S2-737093390,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-638483847,S2-359549629,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-540086814,S2-566906386,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-699072489,S2-984353952,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-834329197,S2-333825820,0.9995,0,0.8966,0.0,US,same_name_diff_address,1
S1-703454193,S3-550451069,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-883762715,S2-645096706,0.9995,0,0.8867,0.0,INDIA,same_name_diff_address,1
S1-272269173,S3-112623186,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-388908263,S2-707061251,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-867729724,S2-268510778,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-765037628,S2-610061003,0.9995,0,0.9,0.0,US,same_name_diff_address,1
S1-769322601,S2-961153802,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-985031507,S3-199744357,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-39370695,S3-107630551,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-164931167,S2-837677802,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-72957389,S2-313235874,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-865855555,S2-173506049,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-856366010,S2-557588190,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-836229579,S3-292921714,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-22442770,S3-190625668,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-452865613,S2-607244623,0.9995,0,0.8395,0.0,INDIA,missing_address_collision,1
S1-399802782,S3-713759457,0.9995,0,0.9,0.0,US,same_name_diff_address,1
S1-221867613,S2-277177969,0.9995,0,0.76,0.0,INDIA,missing_address_collision,1
S1-385927046,S2-857229009,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-791086966,S2-69515628,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-198568574,S3-725462303,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-431753651,S2-980726752,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-815150622,S3-6264738,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-247856461,S2-44569817,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-504532004,S3-676543936,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-983482294,S2-695041914,0.9995,0,0.855,0.0,US,same_name_diff_address,1
S1-745309800,S2-83508305,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-593504529,S3-292927399,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-661441389,S3-470669212,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-521768330,S2-876738060,0.9995,0,0.8615,0.0,US,same_name_diff_address,1
S1-934794615,S2-142507910,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-615334357,S2-65718579,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-35605069,S2-121328464,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-881254594,S3-35326132,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-80231987,S2-443370613,0.9995,0,0.8675,0.0,US,same_name_diff_address,1
S1-305945711,S2-621362843,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-872915640,S3-943837734,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-744804988,S2-186453224,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-560152032,S2-314560428,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-436075251,S2-509874455,0.9995,0,0.9,0.0,US,same_name_diff_address,1
S1-337094601,S2-957887044,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-337094601,S3-118163931,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-934769846,S3-388068553,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-704508969,S3-955283111,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-708827450,S2-201168935,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-986868082,S2-308082868,0.9995,0,0.7917,0.0,US,missing_address_collision,1
S1-721180283,S3-182854950,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-315756696,S3-117294297,0.9995,0,0.9,0.0,US,same_name_diff_address,1
S1-782671933,S2-954847311,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-12777282,S2-454667573,0.9995,0,0.75,0.0,US,missing_address_collision,1
S1-680484866,S3-619077278,0.9995,0,0.9,0.0,US,same_name_diff_address,1
S1-210610512,S3-793595866,0.9995,0,0.9,0.0,INDIA,same_name_diff_address,1
S1-723513510,S3-318274513,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-626328538,S3-312982606,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-442769843,S3-435403766,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-873898578,S3-607132625,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-930200938,S3-240303695,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-640944522,S2-915773633,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-774377635,S2-839951398,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-159252263,S3-761873090,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-823739111,S2-611346583,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-229071741,S2-158207997,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-79226758,S3-110074611,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-517891753,S2-135199452,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-859415758,S3-901986200,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-629358771,S3-502300224,0.9995,0,0.8143,0.0,INDIA,missing_address_collision,1
S1-579884124,S2-564987426,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-297762291,S2-793760369,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-798331219,S2-953876385,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-851647356,S3-117294297,0.9995,0,0.9,0.0,US,same_name_diff_address,1
S1-38170833,S3-161435366,0.9995,0,0.9,0.0,US,same_name_diff_address,1
S1-236122815,S2-929104066,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-840761100,S2-835041343,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-633875447,S2-995174730,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-615334357,S3-818816512,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-942340742,S2-15498957,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-336795003,S2-715772187,0.9995,0,0.8404,0.0,INDIA,missing_address_collision,1
S1-323947931,S3-707499666,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-667241278,S2-20916797,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-158777727,S2-884609094,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-855897913,S3-378720927,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-494356962,S2-373697671,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-494356962,S3-472572791,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-997808288,S2-535968227,0.9995,0,0.8197,0.0,INDIA,missing_address_collision,1
S1-824253290,S3-18543597,0.9995,0,0.9,0.0,US,same_name_diff_address,1
S1-572372172,S2-403572422,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-84894566,S2-605178463,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-344172058,S3-853538240,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-67543827,S3-382851665,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-751054664,S2-817213590,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-579546679,S2-753657306,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-115501667,S2-77395099,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-51401845,S3-931541089,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-51401845,S2-565841530,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-299167932,S2-142367589,0.9995,0,0.8313,0.0,US,missing_address_collision,1
S1-689416210,S3-805061082,0.9995,0,0.9,0.0,US,same_name_diff_address,1
S1-15940066,S3-129736610,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-157970052,S2-992098183,0.9995,0,0.8608,0.0,US,same_name_diff_address,1
S1-436873736,S3-293321154,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-796114555,S2-797674722,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-883284313,S3-325643025,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-460208960,S2-796732818,0.9995,0,0.819,0.0,INDIA,missing_address_collision,1
S1-397335569,S2-27229038,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-955501521,S2-738219456,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-144856098,S2-768805626,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-165586909,S2-477441239,0.9995,0,0.8205,0.0,INDIA,missing_address_collision,1
S1-107436705,S2-691605991,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-567415745,S2-561637805,0.9995,0,0.9,0.0,US,same_name_diff_address,1
S1-71454287,S2-553085999,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-691702248,S3-763720624,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-234755722,S2-121808384,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-347491973,S3-9581794,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-58465752,S3-482976087,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-680198560,S2-839951398,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-883623616,S3-711635021,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-716833305,S2-167455666,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-715059766,S2-573905558,0.9995,0,0.8604,0.0,INDIA,same_name_diff_address,1
S1-394089211,S2-962746630,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-394089211,S2-11121164,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-833978261,S2-994461604,0.9995,0,0.855,0.0,US,same_name_diff_address,1
S1-529452185,S2-657831045,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-410116655,S2-227962991,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-894006169,S2-537171202,0.9995,0,0.7848,0.0,INDIA,missing_address_collision,1
S1-645248789,S2-927050294,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-266430418,S3-774088466,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-574806212,S3-489299104,0.9995,0,0.8022,0.0,INDIA,missing_address_collision,1
S1-146177727,S3-835249533,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-908590138,S2-34146719,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-803870632,S3-961603010,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-398527429,S2-124563399,0.9995,0,0.8404,0.0,INDIA,missing_address_collision,1
S1-209943246,S2-68524767,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-721893878,S3-177596867,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-513984560,S3-210560090,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-166361006,S2-889497845,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-166361006,S3-673798851,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-950380385,S2-975455922,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-780502827,S3-696112461,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-704057579,S2-523991159,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-704057579,S2-991272038,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-646503619,S2-711953199,0.9995,0,0.7848,0.0,INDIA,missing_address_collision,1
S1-273068403,S2-605791003,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-392136938,S2-632253363,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-407881190,S2-555745548,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-423315592,S2-712167902,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-980047660,S2-963276854,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-927060608,S3-748315541,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-489423921,S2-715587435,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-479716257,S2-232016623,0.9995,0,0.9,0.0,US,same_name_diff_address,1
S1-13457514,S2-120988738,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-658821497,S3-79055071,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-578850267,S3-817093711,0.9995,0,0.9,0.0,US,same_name_diff_address,1
S1-709134917,S2-91139730,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-463318351,S2-432136175,0.9995,0,0.8196,0.0,INDIA,missing_address_collision,1
S1-24066370,S2-656533864,0.9995,0,0.8621,0.0,INDIA,same_name_diff_address,1
S1-116667927,S2-48406167,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-985031432,S2-304131282,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-495499229,S2-407846080,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-275018769,S2-241401154,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-557419968,S2-722077963,0.9995,0,0.9,0.0,US,same_name_diff_address,1
S1-687220112,S3-591648337,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-918357991,S2-862798317,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-557419968,S2-284141058,0.9995,0,0.9,0.0,US,same_name_diff_address,1
S1-586107772,S2-908123242,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-512183503,S2-377177398,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-637227575,S3-778628846,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-32186761,S2-912400170,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-415103295,S2-413119128,0.9995,0,0.8615,0.0,INDIA,same_name_diff_address,1
S1-127216505,S2-315894789,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-716799349,S2-915773633,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-820040022,S2-974013516,0.9995,0,0.9,0.0,US,same_name_diff_address,1
S1-634913692,S2-15692061,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-337822208,S2-587783834,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-198918102,S2-401480525,0.9995,0,0.9,0.0,INDIA,same_name_diff_address,1
S1-102124932,S2-417335422,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-914296351,S2-661822726,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-417950770,S2-105346355,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-166253399,S2-591519296,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-812270280,S2-632606223,0.9995,0,0.8444,0.0,INDIA,missing_address_collision,1
S1-222577363,S3-707499666,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-448781365,S2-746703845,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-507430121,S3-534783457,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-549016735,S3-717611819,0.9995,0,0.9,0.0,US,same_name_diff_address,1
S1-523850949,S2-429873522,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-487016152,S3-701371057,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-500403524,S3-296461739,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-56401509,S2-674966301,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-776679908,S3-207960636,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-822644009,S2-472509960,0.9995,0,0.7805,0.0,INDIA,missing_address_collision,1
S1-60605455,S3-745051721,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-258040373,S2-957698007,0.9995,0,0.9,0.0,US,same_name_diff_address,1
S1-598863546,S2-55421595,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-11950858,S2-121327089,0.9995,0,0.8163,0.0,INDIA,missing_address_collision,1
S1-640183884,S3-304756572,0.9995,0,0.9,0.0,US,same_name_diff_address,1
S1-895932281,S2-899133519,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-766657066,S2-9456600,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-582885791,S2-387194188,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-794484965,S2-121981235,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-397502813,S3-905073454,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-661858870,S3-820017846,0.9995,0,0.9,0.0,US,same_name_diff_address,1
S1-330640194,S2-747829575,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-805408672,S2-567080395,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-393451122,S3-952636239,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-393451122,S2-535752316,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-493648275,S3-94953540,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-140923841,S3-983552325,0.9995,0,0.9,0.0,US,same_name_diff_address,1
S1-658050081,S2-76840382,0.9995,0,0.7692,0.0,US,missing_address_collision,1
S1-363457934,S2-304456702,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-356554202,S2-618884808,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-482835032,S3-657507586,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-317061627,S2-151211088,0.9995,0,1.0,0.0,US,same_name_diff_address,1
S1-492434677,S3-683034094,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-935547526,S3-660914173,0.9995,0,0.8824,0.0,INDIA,same_name_diff_address,1
S1-302767667,S3-639938511,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-453358985,S2-571148350,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-273687295,S3-312308389,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-762835637,S3-576056258,0.9995,0,0.95,0.0,US,same_name_diff_address,1
S1-262415768,S2-45269388,0.9995,0,0.8936,0.0,US,same_name_diff_address,1
S1-74121497,S2-785365449,0.9995,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-412170601,S2-195425219,0.9995,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-176538618,S3-913824854,0.9995,0,0.9,0.0,US,same_name_diff_address,1
S1-141769774,S3-612192382,0.9994,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-440984092,S3-289098766,0.9994,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-714345306,S3-487529488,0.9994,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-201445003,S2-343725795,0.9994,0,0.806,0.0,INDIA,missing_address_collision,1
S1-412170601,S3-569383064,0.9994,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-177388049,S2-612525143,0.9994,0,0.878,0.0,US,same_name_diff_address,1
