s1_id,target_id,target_source,s1_name,target_name,name_fuzz_ratio,name_token_overlap,s1_address,target_address,addr_fuzz_ratio,addr_token_overlap,numeric_overlap,s1_country,target_country,failure_category
S1-992538093,S3-311179784,S3,Super Producer Private Limited,Super Próducer Private Limited,96.66666666666667,3,"Anagha, 2Nd Floor, Devasandra, No.4, Karnataka, New Bel Road, Bangalore",,0.0,0,0,India,India,Target Address Completely Missing + Typo in Name
S1-402237262,S2-434645159,S2,Real Hospitality Private Limited,ರಿಯಲ್ ಹಾಸ್ಪಿಟಾಲಿಟಿ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,8.823529411764708,0,"Karnataka, Ithiel Complex, 3Rd Main, 2Nd Cross, Kacharakanahalli, St Thomas Town Post, No.1, Bangalore","NO.A-1, BANGALORE, Karnataka",19.999999999999996,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-511010319,S2-835789903,S2,Baba Balaji Investments Private Limited,బాబా బాలాజీ ఇన్వెస్ట్‌మెంట్స్ ప్రైవేట్ లిమిటెడ్,9.302325581395355,0,"Third Floor-3A, Plot No -98&99 Lumbini Lay Out, Gachibowli, Serilingamp, Ally, Hyderabad, Telangana","HN 396 THIRD FLOOR-3A, HDERABAD, ALLY, Telangana",31.292517006802722,5,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-556312606,S3-997464294,S3,Behavioral Health Clinic of Upper Pottsgrove Township LLC,HealthclinicbehavioralCom,36.58536585365854,0,"217 Stone Hill Drive, Upper Pottsgrove Township, PA","Pottstown, 217-B Stone Hill Dr, Pennsylvania",50.526315789473685,3,1,US,US,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-580992307,S2-609372791,S2,Creative Baba It Private Limited,क्रिएटिव बाबा आईटी प्राइवेट लिमिटेड,11.940298507462687,0,"D220, S/Floor Defence Colony, New Delhi, South Delhi, Delhi","HN 638 D220, NEW DELHI, SOUTH DELHI, दिल्ली",31.372549019607842,4,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-513223898,S3-930130955,S3,Black Logistics Private Limited,Private Black Lógistics Limited,70.96774193548387,3,"J-1985 F/F, C.R. Park New Delhi, Delhi, South Delhi, Delhi","J-1985 F/f, South Delhi, <NULL>, DL",53.76344086021505,5,1,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-130264484,S3-11461627,S3,Green Foundation Limited,ग्रीन Foundation Limited,79.16666666666666,2,"875/31, Laxman Vihar Phase-I, Gurgaon, Haryana","875/31, Gurgaon, HR",55.38461538461539,3,2,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-465331031,S3-613635378,S3,Sapphire Inc.,Sapphire Inc. Enterprises,68.42105263157895,2,"21 Hoyt Drive, Conway, AR",,0.0,0,0,US,US,Target Address Completely Missing + Typo in Name
S1-63099926,S3-794057967,S3,Pragati Solutions Private Limited,*** Pragati Private Limited Services,66.66666666666667,3,"B-602, Umarji House, Teli Lane, Opposite Criticare Hospital, Mumbai, Maharashtra","Bombay, B-602, Mumbai, MH",30.476190476190478,3,1,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-449643256,S3-520258650,S3,Ss Solutions Private Limited,எஸ்எஸ் சொல்யூஷன்ஸ் பிரைவேட் லிமிடெட்,9.375,0,"Oz-11/4, Sipcot, Hi-Tech Sez, Oragadam, Sriperumbudur Taluk, Kancheepuram Distri, Ct, Sriperumbudur, Tiruvallur, Tamil Nadu","Oz-11/4, Kanchipuram, தமிழ்நாடு",27.27272727272727,3,2,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-292615208,S2-828291076,S2,Laxmi Software Private Limited,लक्ष्मी सॉफ्टवेयर प्राइवेट लिमिटेड,9.375,0,"210, 2Nd Floor, Tv Industrial Estate, S K Ahire Marg, Behind Glaxo, Worli., Mumbai, Mumbai City, Maharashtra","210/9, GREATER BOMBAY, MUMBAI CITY, Maharashtra",37.41935483870967,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-630223771,S3-587424087,S3,All International LLP,All LLP Center,45.714285714285715,2,"Office 105, Flr-1, Sujata Chambers, Abhaychand Gandhi Marg, Mirchi Gully Masjid Stn Man, Dvi, Mumbai, Mumbai City, Maharashtra","Office C-105, Mumbai Ii, MH",30.065359477124186,3,1,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-355821652,S2-78121805,S2,Al Impex Private Limited,అల్ ఇంపెక్స్ ప్రైవేట్ లిమిటెడ్,11.111111111111116,0,"Flat.Nob-1703, Hyderabad, Rangareddy, Telangana, Ramky Towers, Gachibowlii Serlingampally","HYDERABAD, DOOR NO 394- FLAT.NOB-1703, తెలంగాణ, MEDCHAL MALKAJGIRI",18.06451612903226,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-128347375,S3-507291376,S3,Anand Green Logistics Private Limited,आनंद ग्रीन लॉजिस्टिक्स प्राइवेट लिमिटेड,10.526315789473683,0,"107 First Floor Plot No-6T.C, Jaina Tower -2 District Centre Janak New Delhi, Delhi, Jaina Tower -2 District Centre Janak New Delhi, Delhi, New Delhi, West Delhi, Delhi","107 First Floor Plot No-6t.c, West Delhi, DL",39.62264150943396,9,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-784866179,S3-383880756,S3,One Management LLP,One Mánagement LLP,94.44444444444444,2,"Flat No. 1, Siddharth Apt East Near Babli Pada, Link Road, Dahisar, Mumbai, Mumbai, Mumbai City, Maharashtra","H.no 2, Mumbai, Mumbai City, MH",40.28776978417267,3,0,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-786434853,S3-901187864,S3,Shivay Business (India) Private Limited,Shri Shivay (India) Private Limited Services,72.28915662650603,4,"110, Floor-1, Plot 129, B3 Shree Pimpleshwar Chs, Mumbai, Maharashtra","110, Mumbai, MH",33.333333333333336,2,1,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-378245327,S2-525888317,S2,Dental Center,Dental Cfenter,96.2962962962963,1,"12814 175th Avenue, Monroe, WA",,0.0,0,0,US,US,Target Address Completely Missing + Typo in Name
S1-997553932,S2-732534632,S2,Regional International LLC,REGIONAL INTRNATONLAL LLC,27.450980392156865,2,"407 Clinton Street, Brayton, IA","407 CLIATON ST, EXIRA, IA",46.42857142857143,2,1,US,US,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-800294363,S2-90945076,S2,Great Investments Private Limited,ಗ್ರೇಟ್ ಇನ್ವೆಸ್ಟ್‌ಮೆಂಟ್ಸ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,7.9999999999999964,0,"106, 8Th Main Road Malleswaram West, Bangalore, Karnataka","106, BANGALORE, BENGALURU URBAN, Karnataka",40.40404040404041,3,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-842497118,S2-324185926,S2,Atlantic Chiron,Atlantic Services,62.5,1,"3744 Blue Trace Lane, Farmers Branch, TX","3744  BLUE TRACE LANE, PO BOX 7894, DALLAS CDP, TX",40.0,5,1,US,US,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-434802827,S2-885738413,S2,Laborers Union Local No 40,RIZAVIOWEX,0.0,0,"865 Kings Parkway, Hempstead, NY","865 KINGS PKWY, BALDWIN, NY",44.067796610169495,3,1,US,US,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-476195607,S3-172884072,S3,Raj Exports LLP,Raj Excpros LLP,86.66666666666667,2,"No.57, 9Th Cross, 5Th Main Road, Chamrajpet, Bangalore South, Bangalore, Karnataka",,0.0,0,0,India,India,Target Address Completely Missing + Typo in Name
S1-914022652,S3-887893276,S3,International Products Private Limited,International Prdoulst  Private Limited,90.9090909090909,3,"Shimoga, Karnataka, Shop No.101, Srinidhi Complex Shivaji Road, Sagara, Shimoga","###101, Shimoga, ಕರ್ನಾಟಕ",27.184466019417474,2,1,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-155228361,S2-83805439,S2,Maa & Co Private Limited,Limited Maa Co Private Center,64.15094339622642,4,"73, Balaji Layout, Mylasandra Village Kengeri Hobli, Bangalore, Karnataka","ಕರ್ನಾಟಕ, 73, BANGALORE",12.631578947368416,2,1,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-820196196,S3-111158665,S3,Mohanlalganj Infra Private Limited,imprivate.com,29.78723404255319,0,"Beli Kalan, Gosainganj, Mohanlalganj, Lucknow, Uttar Pradesh","Beli Kalan, Lucknow, Lucknow Hq Region, उत्तर प्रदेश, Gosainganj",43.548387096774185,4,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-995572998,S3-727955120,S3,New Foods Private Limited,New F0ods Peiate Limited,89.79591836734694,2,"C-401, Rukmini Vaibhav, Chsl, Azad Nagar 3, Vd Rd, Mumbai, Maharashtra","महाराष्ट्र, Mumbai Ii, Mumbai, C-401",32.07547169811321,3,1,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-440550738,S3-768617499,S3,Shr Polymers Limited,Shr Limited [Center],55.00000000000001,2,"Plot No. 159, Khasra No. 307 Viddya Vihar Colony Dayaram Purwa, Juggour Chinhat, Lucknow, Uttar Pradesh","Door No 159, Lucknow, UP",33.07086614173228,3,1,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-330281696,S3-790582857,S3,New International Private Limited,न्यू इंटरनेशनल प्राइवेट लिमिटेड,9.375,0,"B-148, Vikas Vihar Vikas Nagar, Uttam Nagar, New Delhi, West Delhi, Delhi","B-148, New Delhi, Uttam Nagar, दिल्ली",45.45454545454546,6,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-235827905,S3-245041126,S3,Sai Infotech Private Limited,साईं इंफोटेक प्राइवेट लिमिटेड,10.526315789473683,0,"Patna, Bihar, 709, 7Th Floor, Jagat Trade Centre Maurya Lok, Fraser Road","707, Patna, Boring Road, Patna, BR",37.735849056603776,2,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-328164935,S3-15077703,S3,Fiix LLC,#Fiix,61.53846153846154,1,"4922 Port Royal Road, Unit A, Spring Hill, TN",,0.0,0,0,US,US,Target Address Completely Missing + Typo in Name
S1-862223871,S2-571143261,S2,Aditya Foundation Private Limited,आदित्य फाउंडेशन प्राइवेट लिमिटेड,9.230769230769232,0,"Vivekanand Nagar, 1091, Uttar Pradesh, Ghaziabad","1091, GHAZIABAD, उत्तर प्रदेश",20.779220779220775,2,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-912508322,S2-276782865,S2,Shiv Technologies LLP,ಶಿವ್ ಟೆಕ್ನಾಲಜೀಸ್ ಎಲ್ಎಲ್‌ಪಿ,8.510638297872342,0,"42, 16Th Cross, 8Th Main Road, Malleswaram, Bengaluru, Bangalore, Karnataka","Karnataka, BENGALURU, 42, BANGALORE",21.818181818181813,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-740270062,S3-942683049,S3,Delhi Chits Private Limited,Delhi Chíts Limited Center,67.9245283018868,2,"Je-2, Block-J, Gali No.9, Beri Wala Bagh, Hari Nagar, Near Durga Mandir, Delhi, West Delhi, Delhi","DL, Je-02, West Delhi, Delhi",36.8,3,0,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-462934046,S2-897902918,S2,"Eye Specialists, Inc","Eye 5pecialists, Inc Authority",76.0,2,"120 Shutterlee Mill Lane, Augusta County, VA","STAUNTON, VA, NULL, 120-B SHUTTERLEE MILL LN",20.45454545454546,4,1,US,US,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-786170207,S3-44389023,S3,"Matti Valverde, DDS LLC",Orbijaxdelta,22.857142857142854,0,"1712 21st Street, Redmond, OR","1712 Twenyt First St, Redmnd, Oregon",64.61538461538461,1,1,US,US,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-506296494,S3-162225999,S3,Pinnacle Public,Pinnacle Públic,93.33333333333333,1,"4400 Culver Road, Irondequoit, NY","4400 Culver Road, Rochester, New York",71.42857142857143,3,1,US,US,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-502043608,S2-61637150,S2,IJ Constructions Limited,IJ Limited Service,47.61904761904761,2,"D-37 Iind Floor, Gautam Buddha Nagar, Uttar Pradesh, Sector-63, Noida, Noida","D-B3/37 IIND FLOOR, SECTOR-63, NOIDA, NOIDA, उत्तर प्रदेश",30.075187969924812,7,2,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-451998438,S2-766246412,S2,Star Business Private Limited,स्टार बिजनेस प्राइवेट लिमिटेड,10.344827586206895,0,"Ward No. 6, Near Asharam, Hari Mandir, Amarpuri, Pataudi, Gurgaon, Haryana","HN 314 WARD NO. 6, GURGAON, GURUGRAM, Haryana",35.29411764705882,5,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-97581850,S3-60652506,S3,Green Exports Private Limited,ग्रीन एक्सपोर्ट्स प्राइवेट लिमिटेड,9.523809523809524,0,"B-3, B-71C, Janakpuri, New Delhi, West Delhi, Delhi","B-##3, New Delhi, West Delhi, DL",69.87951807228916,5,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-763496609,S2-868047179,S2,Shakti Consulting Limited,शक्ति कंसल्टिंग लिमिटेड,8.333333333333337,0,"Flat No. 8, C Wing, Sai Tower Chs Ltd, Ambadi Road, Vasai West, Thane, Maharashtra","NO 8, THANE, Maharashtra",37.735849056603776,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-795631320,S2-526762534,S2,Smart Trading Private Limited,ಸ್ಮಾರ್ಟ್ ಟ್ರೇಡಿಂಗ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,9.230769230769232,0,"Flat No-1/22, Vijaya Enclave Nb, Bangalore South, Bangalore, Karnataka","FDAT NO-1/22, BANGALORE SOUTH, BANGALORE, ಕರ್ನಾಟಕ",30.252100840336137,5,2,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-630839433,S3-782924393,S3,Chiropractic Associates Inc.,chiropracticassociates.com,77.77777777777779,0,"511 55th Street, Renton, WA","Washington, Renton, 511 55st Street",45.16129032258065,3,1,US,US,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-83210593,S3-34473893,S3,First Infrastructure Private Limited,Private First lnfrastructure Ltd,67.64705882352942,2,"101, 21St Century Business Center Beside World Trade Center, Ring Road, Surat, Gujarat","Surat, GJ, Surat, 101",29.90654205607477,2,1,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-360488265,S3-215800411,S3,Jai Systems Private Limited,जय सिस्टम्स प्राइवेट लिमिटेड,10.909090909090914,0,"19/1276, Indira Nagar, Lucknow, Lucknow, Uttar Pradesh","19/1276., Lucknow, उत्तर प्रदेश",44.705882352941174,3,2,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-796253980,S3-637700877,S3,Aj Trading Pvt Ltd,Pvt Aj Tcracagdfng Ltd,65.0,3,"Gurgaon, Haryana, D-43, Gurgaon, Icon Appartment, Dlf Phase-5","No 51 D-43, Gurugram, Gurgaon, HR",42.553191489361694,3,1,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-271585788,S3-219339349,S3,Tirupati Power,तिरुपति पावर,7.692307692307687,0,"West Delhi, Wz-2D, New Delhi, Nangli Zalib B-1 Janak Puri, Delhi","Wz-2d, West Delhi, DL, New Delhi",50.0,5,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-967735640,S2-708223021,S2,Sree Impex LLP,শ্রী ইম্পেক্স এলএলপি,11.764705882352944,0,"215, Dhalipara, Maheshgote Krishnapur, Newtown, Kolkata, Kolkata, Howrah, West Bengal","215, NORTH 24 PARGANAS, HOWRAH, West Bengal",37.5,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-932827505,S2-204169449,S2,Jk Technologies Private Limited,jktechnologies.com,53.06122448979591,0,"A-107, Sector-63, G B Nagar, Noida, Gautam Buddha Nagar, Uttar Pradesh","उत्तर प्रदेश, 291 A-107, GAUTAM BUDDHA NAGAR, NOIDA",24.79338842975206,6,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-387694500,S3-9126403,S3,Bombay Power Private Limited,ಬಾಂಬೆ ಪವರ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,10.71428571428571,0,"No: 32/2, 2Nd Floor, Mcc Towers, Opp To Sigma Soft Tech Park, Whitefield Main Road, Ramagon, Danahalli, Bangalore, Karnataka","No: 6-32/2, Bangalore, KA",29.53020134228188,4,2,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-848852562,S3-930435324,S3,Real Energy Pvt Ltd,Pvt Real Eoerby Ltd,68.42105263157895,3,"15, Sbi Employees, Pankaj Chsl, Navghar Road Mulund East, Mumbai, Mumbai City, Maharashtra","15, Mumbai, MH",25.0,2,1,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-199459184,S3-33878114,S3,Best Trading Limited,Besttrading.Com,62.857142857142854,0,"Door No 43/3437, Nh Bypass, Ernakulam, Kerala","Ernakulam, കേരളം, Ernakulam, #43/3437",39.02439024390244,3,2,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-912858680,S2-861080628,S2,Apex Systems Pvt Ltd,एपेक्स सिस्टम्स प्रा. लि.,13.33333333333333,0,"302, 3Rd Fl, Sr. No. 48/13/3, Vijaylaxmi Prestige, Rahatani-Kalewadi Link Road, Rahatani, Pune, Maharashtra","PUNE, 302, Maharashtra",24.8062015503876,3,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-545839168,S2-982077727,S2,"Merla Bagwell Complete Media, Inc",@merlabagwell,43.47826086956522,0,"85 India Row, Unit 30-E, Boston, MA","MA, BOSOTN, #340 INDIA ROW",22.95081967213115,3,0,US,US,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-992538093,S2-987130079,S2,Super Producer Private Limited,Super Próducer Private Limited,96.66666666666667,3,"Anagha, 2Nd Floor, Devasandra, No.4, Karnataka, New Bel Road, Bangalore",,0.0,0,0,India,India,Target Address Completely Missing + Typo in Name
S1-285660164,S3-708196799,S3,Sunrise Dynamic Trading Private Limited,সানরাইজ ডায়নামিক ট্রেডিং প্রাইভেট লিমিটেড,9.876543209876543,0,"38 Baroda Avenue, Garia, Kolkata, Parganas South, West Bengal","Baroda Avenue, Kolkata, পশ্চিমবঙ্গ",50.526315789473685,3,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-431830647,S2-403564251,S2,Golden Properties Pvt Ltd,गोल्डन प्रॉपर्टीज प्रा. लि.,11.538461538461542,0,"Dss-378, Hisar, Sector 16-17, Hisar, Haryana","DSS-00378, HISAR, हरियाणा",31.88405797101449,2,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-489995071,S2-409684103,S2,Fortune Apex Hospitality Pvt Ltd,फॉर्च्यून एपेक्स हॉस्पिटैलिटी प्रा. लि.,11.267605633802813,0,"16A/406 Vasundhara, Ghaziabad, Uttar Pradesh","DOOR NO 16A/406 VASUNDHARA, GHAZIABAD, CROSSING REPUBLIC, उत्तर प्रदेश",28.07017543859649,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-224729402,S3-865761077,S3,Global Sona Builders Pvt Ltd,Veokor,17.647058823529417,0,"B6/119, Kalyani, Kolkata, Kolkata, Howrah, West Bengal","B6/119, Kolkata, Howrah, পশ্চিমবঙ্গ",56.17977528089888,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-587107442,S2-734571558,S2,Digital Healthcare Private Limited,ಡಿಜಿಟಲ್ ಹೆಲ್ತ್‌ಕೇರ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,8.450704225352112,0,"No. 1528, 2Nd Floor, 3Rd Cross, Opp G.S.S School, 2Nd Block, Hbr Layout, Bangalore, Karnataka","H.NO, BANGALORE, Karnataka",30.252100840336137,3,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-535605149,S2-751164711,S2,Supreme Engineering LLP,सुप्रीम इंजीनियरिंग एलएलपी,8.163265306122447,0,"Shop-04, Gut-41/2, Plot-3/A, 3/B, Pratham Park, Panvel, Raigarh(Mh), Maharashtra","SHOP-1-04, RAIGARH(MH), Maharashtra",43.47826086956522,5,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-438430300,S2-301818957,S2,Urban Logistics Private Limited,अर्बन लॉजिस्टिक्स प्राइवेट लिमिटेड,9.230769230769232,0,"A-15, Fourth Floor, Lajpat Nagar, New Delhi, New Delhi, South Delhi, Delhi","A-14, NEW DELHI, SOUTH DELHI, Delhi",36.69724770642202,4,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-647077283,S2-583436881,S2,Quartz Inc,Qutcz Ínc,73.6842105263158,0,"613 Cavendish Court, Nashville, TN","613. CAVENDISH CT, ANTIOCH CITY, TN",40.57971014492754,3,1,US,US,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-368348061,S3-656890408,S3,Naon Enterprises Inc,Naon Ínc Partners,54.054054054054056,1,"31481 Oak Ridge Drive, Muscoda, WI",,0.0,0,0,US,US,Target Address Completely Missing + Typo in Name
S1-279157594,S2-82662840,S2,Urban Tech Private Limited,ଅର୍ବାନ୍ ଟେକ୍ ପ୍ରାଇଭେଟ୍ ଲିମିଟେଡ୍,10.526315789473683,0,"Khordha, Orissa, Plot No-1215/1422, Khandagiri Bari, Mouza-Ghatikia, Ps-Khandagiri, Bhubaneswar","HN 776 PLOT NO-1215/1422, KHORDHA, BHUBANESWAR, Odisha",34.89932885906041,6,2,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-921396568,S3-826472888,S3,Hotel Management Pvt Ltd,होटल मैनेजमेंट प्रा. लि.,12.5,0,"Unit No. 231, 2Nd Foor, Dlf Star Tower Building Sector-31, Nh-8, Gurugram, Gurugram, Gurgaon, Haryana","Unit No. 231, HR, Gurugram",37.79527559055118,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-25867054,S2-46913995,S2,UY Commerce Private Limited,Limited UY Private Center,50.0,3,"Delhi, Sector-5, Dsidc Bawana Industrial Area, D-279, North Delhi","D-279, DELHI, BAWANA, Delhi",32.608695652173914,4,1,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-467198990,S3-367123111,S3,National Kensington,National Service,62.857142857142854,1,"114 3rd Street, West Terre Haute, IN",,0.0,0,0,US,US,Target Address Completely Missing + Typo in Name
S1-795631320,S3-603278752,S3,Smart Trading Private Limited,ಸ್ಮಾರ್ಟ್ Trading ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,31.746031746031743,1,"Flat No-1/22, Vijaya Enclave Nb, Bangalore South, Bangalore, Karnataka","Flat No-1/22, Bangalore, Bangalore South, ಕರ್ನಾಟಕ",62.18487394957983,6,2,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-783575505,S2-75798168,S2,Aditya Best International Private Limited,આદિત્ય બેસ્ટ ઇન્ટરનેશનલ પ્રાઇવેટ લિમિટેડ,9.876543209876543,0,"60Ff, Gajanand Park Soc-2, B/H Chikuvadi, Puna Road, Choryasi, Surat, Gujarat","60FF, SURAT, ગુજરાત",18.75,2,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-883973644,S2-346262429,S2,Global Hovnanian LLC,GLOBAL HOGNANINN LLC,35.0,2,"4024 39th Avenue, Seattle, WA","4024B 39RD AVE, SEATTLE, WA",57.14285714285714,2,0,US,US,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-728332269,S3-555239723,S3,Blue Grill LLC,Blue Gcnrisl (LLC),81.25,2,"627 5th Street, Clinton, OK","450 5rd St, Cliton, Oklahoma",58.18181818181818,0,0,US,US,Address Completely Disjoint / Different Branch
S1-800482427,S3-355590735,S3,B+ Biotechnologies LLC,B+ LLC Services,37.83783783783784,2,"328 Buckingham Street, Unit 414, Columbus, OH",,0.0,0,0,US,US,Target Address Completely Missing + Typo in Name
S1-479783161,S2-877881238,S2,SZ Optics Inc,SZ Orphgdcs Inc,78.57142857142857,2,"3948 Foothill Road, Santa Barbara, CA","3948 Foothill Road, EASTERN GOLETA VALLEY, CA",63.41463414634146,4,1,US,US,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-292649689,S3-182160243,S3,Global Services Private Limited,গ্লোবাল সার্ভিসেস প্রাইভেট লিমিটেড,9.230769230769232,0,"2-Floor, 2/D Panditya Road, Kolkata, Kolkata, Howrah, West Bengal","2-Floor., N/A, Howrah, Kolkata, WB",54.54545454545454,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-120433302,S2-44772905,S2,Authentic Electro Ltd,BRIXVEO,7.14285714285714,0,"House No. S-219, Basement, Greater Kailash-Ii, New Delhi, South Delhi, Delhi","HOUSE NO. S-219, NEW DELHI, SOUTH DELHI, Delhi",44.26229508196722,7,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-394340130,S2-802580138,S2,Shivam Enterprises Private Limited,শিবম এন্টারপ্রাইজেস প্রাইভেট লিমিটেড,8.571428571428575,0,"46D, Rafi Ahmed Kidwai Road, Kolkata, Howrah, West Bengal","46D, CALCUTTA, SOUTH PARGANAS, পশ্চিমবঙ্গ",22.44897959183674,1,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-511010319,S2-786661426,S2,Baba Balaji Investments Private Limited,బాబా బాలాజీ ఇన్వెస్ట్‌మెంట్స్ ప్రైవేట్ లిమిటెడ్,9.302325581395355,0,"Third Floor-3A, Plot No -98&99 Lumbini Lay Out, Gachibowli, Serilingamp, Ally, Hyderabad, Telangana","HN 396 THIRD FLOOR-3A, HDERABAD, ALLY, Telangana",31.292517006802722,5,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-596555182,S2-697857785,S2,Creative Consultancy Pvt Ltd,Creative Pvt Ltd (Center),60.37735849056604,3,"20B, Sarat Bose Road, Kolkata, Howrah, West Bengal","20B, SARAT BOSE ROAD, KOLKATA, পশ্চিমবঙ্গ",32.96703296703297,5,0,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-779827243,S3-48396221,S3,Murali Foundation LLP,Mr Brixonyxfaye,33.333333333333336,0,"2Nd Floor, 31A, Tara Chand Dutt Street, Kolkata, Kolkata, Howrah, West Bengal","No 2N Floor, Kolkata Region, Kolkata, WB",51.28205128205128,2,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-657626552,S3-949676899,S3,Nrr Marketing Private Limited,Mr Nrr Marketing Limited Center,70.0,3,"171, Sanzgiri Sadan, 2Nd Floor, A - Block, Girgaum, Mumbai, Mumbai City, Maharashtra","171, Mumbai Region, Bombay, MH",35.08771929824561,2,1,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
