s1_id,true_id,source,current_status,name_tfidf,address_tfidf,char_ngram,token_retrieval,numeric,multiscript,rescued_by,reason_if_still_missed
S1-870115237,S2-498493102,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-813341836,S3-321626260,S3,HIT,1,1,1,1,0,0,already_hit,
S1-539197690,S2-212272105,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-791107630,S3-497702402,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-842497118,S2-324185926,S2,MISSED,0,0,0,0,0,0,none,extreme_distortion_or_disjoint_tokens
S1-560985660,S3-18784032,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-933789478,S2-199753292,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-303487417,S2-66075469,S2,HIT,1,0,1,0,0,0,name_tfidf,
S1-971115873,S3-16615435,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-627864371,S2-322265258,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-345107626,S2-553873238,S2,HIT,0,1,0,0,0,0,already_hit,
S1-451255492,S2-614799711,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-27158214,S2-614863359,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-159288198,S3-892741050,S3,HIT,1,1,1,0,0,0,already_hit,
S1-434802827,S2-885738413,S2,MISSED,0,0,0,0,0,0,none,extreme_distortion_or_disjoint_tokens
S1-534520678,S3-200231913,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-807555566,S3-160247433,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-724315493,S2-92058922,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-981346708,S3-698283212,S3,HIT,0,1,0,0,0,0,already_hit,
S1-832983427,S2-776725577,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-971788456,S2-254915621,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-476195607,S3-172884072,S3,MISSED,0,0,0,0,0,0,none,extreme_distortion_or_disjoint_tokens
S1-366092445,S2-286087516,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-125472274,S2-339227065,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-442010484,S2-445065077,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-130047832,S2-498016396,S2,HIT,1,0,1,0,0,0,already_hit,
S1-997789034,S3-210374932,S3,HIT,1,1,1,1,0,0,already_hit,
S1-557122184,S3-951920230,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-162806244,S3-229585817,S3,HIT,1,1,1,0,1,0,already_hit,
S1-380833681,S2-297526461,S2,HIT,0,1,0,1,0,0,already_hit,
S1-805811299,S3-432434730,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-521250108,S2-974321962,S2,HIT,1,1,1,1,0,0,already_hit,
S1-220020462,S2-342952603,S2,HIT,1,1,1,0,0,0,already_hit,
S1-451179345,S3-785753571,S3,HIT,1,1,1,1,1,0,already_hit,
S1-766893478,S2-657337240,S2,HIT,1,0,1,0,0,0,name_tfidf,
S1-995015295,S3-467195635,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-580832167,S3-407830459,S3,HIT,1,1,1,0,0,0,already_hit,
S1-341506266,S3-515150480,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-44868915,S2-266588012,S2,HIT,1,1,1,0,0,0,already_hit,
S1-395950954,S2-760666511,S2,HIT,1,1,1,0,0,0,already_hit,
S1-510772858,S3-548890520,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-336349403,S2-270027312,S2,HIT,1,1,1,0,0,0,already_hit,
S1-188302195,S3-383757478,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-395813861,S3-910837943,S3,HIT,1,0,1,0,0,0,name_tfidf,
S1-72935581,S3-516562204,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-754175313,S2-174917371,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-597762257,S2-750318376,S2,HIT,0,1,0,0,0,0,already_hit,
S1-279145576,S2-350386368,S2,HIT,1,1,1,1,0,0,already_hit,
S1-470845482,S3-487287067,S3,HIT,1,1,1,1,0,0,already_hit,
S1-95503899,S3-713643107,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-965040695,S3-636680419,S3,HIT,1,0,1,0,0,0,name_tfidf,
S1-617253448,S2-152761681,S2,HIT,1,1,1,1,0,0,already_hit,
S1-581116416,S3-478133960,S3,HIT,1,1,1,0,0,0,already_hit,
S1-462035659,S3-276059676,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-614982217,S3-496814101,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-612217752,S2-554245491,S2,HIT,1,1,1,1,0,0,already_hit,
S1-379918793,S2-82178581,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-818679709,S2-926469527,S2,HIT,1,1,1,1,0,0,already_hit,
S1-919043101,S3-873518451,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-285770227,S3-859079765,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-684371604,S3-32793204,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-451464552,S2-562961503,S2,HIT,0,1,0,0,0,0,already_hit,
S1-832047138,S2-644658445,S2,HIT,1,0,1,0,0,0,name_tfidf,
S1-571115458,S2-988564642,S2,HIT,1,1,1,0,0,0,already_hit,
S1-277072715,S3-61206591,S3,HIT,1,0,1,0,0,0,name_tfidf,
S1-881535873,S3-724794232,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-667406578,S2-136825099,S2,HIT,1,1,1,0,0,0,already_hit,
S1-764123824,S2-910252069,S2,HIT,1,1,1,1,0,0,already_hit,
S1-13864555,S2-312033050,S2,HIT,1,0,1,0,0,0,name_tfidf,
S1-914022652,S3-887893276,S3,MISSED,0,0,0,0,0,0,none,extreme_distortion_or_disjoint_tokens
S1-191756474,S3-142350000,S3,HIT,1,1,1,0,1,0,already_hit,
S1-663199736,S2-342048437,S2,HIT,1,1,1,0,1,0,already_hit,
S1-652302768,S2-693674949,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-28410420,S2-733994881,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-644751653,S2-915174630,S2,HIT,1,1,1,0,0,0,already_hit,
S1-121781799,S2-178636260,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-269676422,S3-340088084,S3,HIT,1,1,1,0,0,0,already_hit,
S1-216179293,S2-135309425,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-739195544,S2-97351951,S2,HIT,1,1,1,1,0,0,already_hit,
S1-983237906,S3-76779445,S3,HIT,1,1,1,0,1,0,already_hit,
S1-721254668,S2-399134794,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-180130122,S3-709398817,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-219548536,S3-206417184,S3,HIT,1,1,1,0,0,0,already_hit,
S1-203667972,S2-83395144,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-155228361,S2-83805439,S2,MISSED,0,0,0,0,0,0,none,extreme_distortion_or_disjoint_tokens
S1-620176345,S3-815284691,S3,HIT,1,1,1,0,0,0,already_hit,
S1-237716459,S2-332942064,S2,HIT,1,1,1,0,1,0,already_hit,
S1-575449189,S3-501766282,S3,HIT,0,1,0,0,0,0,already_hit,
S1-31013839,S2-320408174,S2,HIT,1,1,1,1,0,0,already_hit,
S1-915388329,S2-21249551,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-661315962,S3-565216958,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-848003599,S2-48068572,S2,HIT,1,1,1,1,0,0,already_hit,
S1-444208330,S2-703250049,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-351950757,S3-184676064,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-774836812,S2-279885139,S2,HIT,1,1,1,1,0,0,already_hit,
S1-379377275,S3-835454991,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-29507374,S2-957285611,S2,HIT,1,1,1,0,0,0,already_hit,
S1-327951743,S2-555617090,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-353027107,S3-959416037,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-952894638,S2-893483891,S2,HIT,1,0,1,1,0,0,already_hit,
S1-581574549,S3-350047495,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-672971396,S3-718799663,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-973233920,S2-428307002,S2,HIT,1,1,1,0,0,0,already_hit,
S1-524036030,S3-222443809,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-786043456,S2-78707883,S2,HIT,1,1,1,0,0,0,already_hit,
S1-790201877,S3-556514319,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-31575673,S3-963406812,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-549398205,S3-833604030,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-765456522,S3-114086453,S3,HIT,1,1,1,1,0,0,already_hit,
S1-853392573,S3-703431298,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-537490349,S3-402680638,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-441985466,S2-265655979,S2,HIT,1,1,1,0,0,0,already_hit,
S1-274128166,S3-680615007,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-256602729,S2-512890814,S2,HIT,1,1,1,1,0,0,already_hit,
S1-717412354,S2-133104607,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-988076802,S3-578354021,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-519870557,S2-270148122,S2,HIT,0,1,0,0,0,0,already_hit,
S1-593682333,S3-607060952,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-706856946,S3-48972403,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-576426786,S3-235869202,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-242195439,S3-208937521,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-141798354,S3-176575826,S3,HIT,1,1,1,0,0,0,already_hit,
S1-931497424,S3-530513349,S3,HIT,1,1,1,0,0,0,already_hit,
S1-900945148,S3-31871268,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-941259582,S2-219881424,S2,HIT,1,1,1,0,0,0,already_hit,
S1-657688281,S2-880965452,S2,HIT,1,1,1,0,0,0,already_hit,
S1-264663287,S3-621824550,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-904900990,S3-68174695,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-857215332,S2-808897466,S2,HIT,1,1,1,0,0,0,already_hit,
S1-954645867,S3-202536305,S3,HIT,1,1,1,1,0,0,already_hit,
S1-873852360,S2-655121577,S2,HIT,1,1,1,0,0,0,already_hit,
S1-829987371,S3-627771961,S3,HIT,1,1,1,0,0,0,already_hit,
S1-610665482,S2-918587837,S2,HIT,1,0,1,0,0,0,name_tfidf,
S1-917590063,S3-178855025,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-4962711,S2-702632728,S2,HIT,1,1,1,1,0,0,already_hit,
S1-858511549,S3-923282919,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-296658329,S3-412850205,S3,HIT,1,0,1,0,0,0,name_tfidf,
S1-499566732,S3-392428210,S3,HIT,0,1,0,0,0,0,already_hit,
S1-967173158,S2-915278476,S2,HIT,1,1,1,0,0,0,already_hit,
S1-246963651,S2-543230077,S2,HIT,1,1,1,0,1,0,already_hit,
S1-208793878,S3-837959171,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-65852263,S3-189448396,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-292766321,S3-165945376,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-510197667,S2-767033463,S2,HIT,1,0,1,0,0,0,name_tfidf,
S1-182561046,S3-278841188,S3,HIT,1,1,1,0,0,0,already_hit,
S1-212460801,S2-992566277,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-900870097,S3-883136069,S3,HIT,1,0,1,0,0,0,name_tfidf,
S1-250510039,S3-815983229,S3,HIT,1,1,1,1,0,0,already_hit,
S1-585407266,S2-829517172,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-731133418,S2-984425137,S2,HIT,1,0,1,1,0,0,already_hit,
S1-787572508,S3-914712515,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-600741270,S3-721739179,S3,HIT,1,0,1,0,0,0,name_tfidf,
S1-358618259,S3-270180570,S3,HIT,1,0,1,0,0,0,name_tfidf,
S1-375627852,S2-876127089,S2,HIT,1,0,1,0,0,0,name_tfidf,
S1-828917180,S2-67200280,S2,HIT,1,1,1,0,0,0,already_hit,
S1-237782086,S2-223528216,S2,HIT,1,1,1,0,0,0,already_hit,
S1-820196196,S3-111158665,S3,MISSED,0,0,0,0,0,0,none,extreme_distortion_or_disjoint_tokens
S1-52507682,S3-881912062,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-666553695,S2-218125759,S2,HIT,0,1,0,0,0,0,already_hit,
S1-122492157,S3-128805477,S3,HIT,1,1,1,1,0,0,already_hit,
S1-943567301,S2-661902662,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-69670668,S2-490218058,S2,HIT,1,1,1,1,0,0,already_hit,
S1-285660164,S2-30183063,S2,HIT,1,1,1,0,0,0,already_hit,
S1-708796012,S2-440628035,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-305903794,S2-750018630,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-955330970,S3-218431986,S3,HIT,1,1,1,0,0,0,already_hit,
S1-43216757,S3-474206117,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-437426557,S3-743548967,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-981766382,S2-659531918,S2,HIT,1,1,1,0,0,0,already_hit,
S1-641579109,S3-862120141,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-614982217,S3-680008193,S3,HIT,1,0,1,0,0,0,name_tfidf,
S1-172454778,S2-123502463,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-402994011,S3-404746320,S3,HIT,1,1,1,1,0,0,already_hit,
S1-403253082,S3-639304297,S3,HIT,1,1,1,0,0,0,already_hit,
S1-207587850,S3-899461122,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-22305073,S3-317068674,S3,HIT,1,1,1,0,0,0,already_hit,
S1-913785285,S3-909333749,S3,HIT,1,1,1,0,0,0,already_hit,
S1-925783039,S3-698172821,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-545370440,S2-455810153,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-501560459,S3-616363789,S3,HIT,1,1,1,1,0,0,already_hit,
S1-427094761,S2-767289073,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-366969181,S3-88700627,S3,HIT,1,1,1,0,0,0,already_hit,
S1-993376356,S3-911825119,S3,HIT,1,1,1,0,0,0,already_hit,
S1-629636563,S3-413944434,S3,HIT,1,0,1,0,0,0,name_tfidf,
S1-205889045,S2-951176342,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-542211755,S2-986116034,S2,HIT,0,1,0,0,1,0,already_hit,
S1-970518712,S3-849723066,S3,HIT,1,1,1,0,0,0,already_hit,
S1-36017704,S3-666363391,S3,HIT,1,1,1,0,1,0,already_hit,
S1-231416129,S3-830099898,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-338830003,S2-846661659,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-819659366,S2-619510837,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-42826659,S3-226737253,S3,HIT,1,1,1,0,0,0,already_hit,
S1-808118645,S2-70667238,S2,HIT,1,0,1,1,0,0,already_hit,
S1-703201622,S3-220690876,S3,HIT,1,1,1,0,0,0,already_hit,
S1-445993033,S2-137315038,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-748867572,S2-573190638,S2,HIT,1,1,1,0,1,0,already_hit,
S1-995572998,S3-727955120,S3,MISSED,0,0,0,0,0,0,none,extreme_distortion_or_disjoint_tokens
S1-691890832,S2-139949872,S2,HIT,1,1,1,0,0,0,already_hit,
S1-418514604,S3-665381944,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-349719765,S2-594587388,S2,HIT,0,1,0,1,0,0,already_hit,
S1-117866925,S3-265609575,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-903445032,S3-321707788,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-422280252,S3-695949679,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-64915886,S2-942028948,S2,HIT,0,1,0,0,0,0,already_hit,
S1-950070723,S2-865068254,S2,HIT,1,1,1,1,0,0,already_hit,
S1-513115995,S3-936443358,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-99005429,S2-902101628,S2,HIT,1,1,1,0,0,0,already_hit,
S1-174416924,S2-325121795,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-983237906,S2-708343390,S2,HIT,1,1,1,0,1,0,already_hit,
S1-284582618,S2-29254937,S2,HIT,1,0,1,0,0,0,already_hit,
S1-670760748,S2-465356447,S2,HIT,1,0,1,1,0,0,already_hit,
S1-337875611,S3-298086552,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-440550738,S3-768617499,S3,MISSED,0,0,0,0,0,0,none,extreme_distortion_or_disjoint_tokens
S1-245009508,S2-185873078,S2,HIT,1,1,1,1,0,0,already_hit,
S1-943567970,S3-87937534,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-666435696,S3-488091856,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-685028795,S2-682280056,S2,HIT,1,1,1,1,0,0,already_hit,
S1-294124151,S3-872521710,S3,HIT,1,1,1,0,1,0,already_hit,
S1-940275488,S3-722267195,S3,HIT,1,0,1,0,0,0,name_tfidf,
S1-534915350,S3-659688724,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-52507682,S2-455197403,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-365310135,S3-250237210,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-517248583,S3-466813431,S3,HIT,0,1,0,1,0,0,already_hit,
S1-745218864,S3-442108469,S3,HIT,0,1,0,1,0,0,already_hit,
S1-407845038,S3-798066980,S3,HIT,1,1,1,1,0,0,already_hit,
S1-610162639,S2-508922900,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-499302167,S3-76582686,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-520992658,S2-243949421,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-424209592,S3-890730322,S3,HIT,1,1,1,0,0,0,already_hit,
S1-300368375,S3-428062484,S3,HIT,1,1,1,0,0,0,already_hit,
S1-887285254,S3-827334365,S3,HIT,1,1,1,0,0,0,already_hit,
S1-487019031,S2-190199402,S2,HIT,1,1,1,0,1,0,already_hit,
S1-95925372,S3-672754987,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-75134768,S3-146641895,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-794691757,S2-964367559,S2,HIT,1,1,1,0,0,0,already_hit,
S1-683277802,S3-955361664,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-16689462,S2-634965684,S2,HIT,1,1,1,1,0,0,already_hit,
S1-513215566,S2-622734070,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-123331890,S2-337555187,S2,HIT,1,1,1,0,0,0,already_hit,
S1-505869859,S3-971950950,S3,HIT,1,1,1,0,0,0,already_hit,
S1-708417088,S2-283750427,S2,HIT,1,1,1,1,0,0,already_hit,
S1-249796146,S2-151111732,S2,HIT,1,1,1,0,0,0,already_hit,
S1-610266870,S2-541052850,S2,HIT,0,1,0,0,0,0,already_hit,
S1-547971316,S3-827723630,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-401836525,S3-230254674,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-211026051,S3-875252214,S3,HIT,1,1,1,0,0,0,already_hit,
S1-698564395,S3-5822679,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-299453262,S3-845134487,S3,HIT,1,1,1,1,0,0,already_hit,
S1-519752161,S2-99445420,S2,HIT,1,1,1,1,0,0,already_hit,
S1-962978614,S3-906624708,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-397453629,S2-441097689,S2,HIT,1,1,1,1,0,0,already_hit,
S1-412010600,S3-90937601,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-709888578,S2-139512553,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-243140298,S2-557983656,S2,HIT,1,1,1,0,0,0,already_hit,
S1-418423816,S2-244371989,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-576426786,S3-55462290,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-506720235,S2-976252177,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-694879293,S2-609658036,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-971115873,S2-538042585,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-942590387,S2-34335928,S2,HIT,1,1,1,0,1,0,already_hit,
S1-243801757,S3-242905893,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-375627852,S3-803789027,S3,HIT,1,1,1,0,0,0,already_hit,
S1-967173158,S3-303296749,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-804171096,S2-358530411,S2,HIT,1,0,1,0,0,0,already_hit,
S1-578641214,S3-594893321,S3,HIT,0,0,0,1,0,0,already_hit,
S1-774051355,S2-335327634,S2,HIT,1,1,1,1,0,0,already_hit,
S1-289717548,S3-171301406,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-330281696,S3-790582857,S3,MISSED,0,0,0,0,0,0,none,extreme_distortion_or_disjoint_tokens
S1-779459524,S2-200985696,S2,HIT,1,0,1,0,0,0,already_hit,
S1-906079981,S3-489697405,S3,HIT,1,0,1,0,0,0,name_tfidf,
S1-182662840,S2-736318229,S2,HIT,1,1,1,0,1,0,already_hit,
S1-734659223,S2-50057773,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-850031175,S3-188261976,S3,HIT,1,1,1,1,0,0,already_hit,
S1-235827905,S3-245041126,S3,MISSED,0,0,0,0,0,0,none,extreme_distortion_or_disjoint_tokens
S1-466794996,S2-528462830,S2,HIT,1,1,1,1,0,0,already_hit,
S1-429735814,S2-443739216,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-805811299,S3-360760153,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-137026686,S2-840758843,S2,HIT,1,0,1,1,0,0,already_hit,
S1-363752158,S2-470702792,S2,HIT,1,1,1,0,0,0,already_hit,
S1-376134253,S3-403764263,S3,HIT,0,1,0,0,0,0,already_hit,
S1-177375169,S3-606959953,S3,HIT,1,1,1,1,0,0,already_hit,
S1-23669343,S2-417489115,S2,HIT,1,0,1,0,0,0,name_tfidf,
S1-279262514,S2-44809656,S2,HIT,1,0,1,1,0,0,already_hit,
S1-114549366,S2-750294713,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-321400092,S2-648489730,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-352234501,S2-229544676,S2,HIT,1,0,1,0,0,0,already_hit,
S1-460146213,S2-452425018,S2,HIT,0,1,0,0,0,0,already_hit,
S1-825852772,S2-874500718,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-212460801,S3-250424633,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-321042893,S2-426334381,S2,HIT,1,1,1,1,1,0,already_hit,
S1-436849523,S3-891429216,S3,HIT,1,0,1,0,0,0,already_hit,
S1-128303392,S2-952070931,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-272502295,S2-831592436,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-624102029,S3-497063385,S3,HIT,1,0,1,0,0,0,name_tfidf,
S1-332388880,S3-525459700,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-337335507,S3-250742530,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-19400879,S3-608813266,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-231416129,S2-790585352,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-761286259,S2-962052600,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-755898212,S3-457972612,S3,HIT,1,0,1,1,0,0,already_hit,
S1-791947968,S3-796368836,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-857022301,S3-44169589,S3,HIT,1,1,1,0,0,0,already_hit,
S1-373405845,S3-228997702,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-537393121,S3-551985762,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-669609886,S3-516410119,S3,HIT,1,1,1,0,0,0,already_hit,
S1-262506206,S2-920168888,S2,HIT,1,1,1,0,0,0,already_hit,
S1-418514604,S3-142153951,S3,HIT,1,1,1,0,0,0,already_hit,
S1-855700872,S2-485092771,S2,HIT,1,1,1,1,0,0,already_hit,
S1-291991311,S2-523837175,S2,HIT,1,1,1,0,0,0,already_hit,
S1-277391322,S2-232141615,S2,HIT,1,1,1,0,1,0,already_hit,
S1-984312810,S3-237665535,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-20928731,S3-740367178,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-161638253,S2-359325730,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-314207684,S3-647579160,S3,HIT,1,1,1,0,0,0,already_hit,
S1-967435536,S3-661673092,S3,HIT,1,1,1,0,0,0,already_hit,
S1-29448070,S3-830111600,S3,HIT,1,1,1,0,0,0,already_hit,
S1-626026274,S2-919039000,S2,HIT,0,1,0,1,1,0,already_hit,
S1-512080827,S3-925798450,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-867129763,S3-531833956,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-12041665,S2-553347553,S2,HIT,1,1,1,1,0,0,already_hit,
S1-735419931,S3-901999442,S3,HIT,1,1,1,1,0,0,already_hit,
S1-328164935,S3-15077703,S3,MISSED,0,0,0,0,0,0,none,extreme_distortion_or_disjoint_tokens
S1-236397740,S2-779143355,S2,HIT,1,1,1,0,0,0,already_hit,
S1-98065022,S3-11307508,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-802078075,S3-403900327,S3,HIT,1,1,1,1,0,0,already_hit,
S1-921473285,S2-704638900,S2,HIT,1,1,1,1,0,0,already_hit,
